"id","sensor","time","data","session","sensor_data","sessionsecond","hedeflenen"
"2007355","pressure","23/5/2024 12:37:46","22.44","3568","1376","458",
"2007356","co2","23/5/2024 12:37:46","0","3568","0","458",
"2007357","o","23/5/2024 12:37:47","21.5","3568","7049","459",
"2007358","temp","23/5/2024 12:37:47","25.53","3568","16732","459",
"2007359","pressure","23/5/2024 12:37:47","22.44","3568","1376","459",
"2007360","co2","23/5/2024 12:37:47","0","3568","0","459",
"2007361","o","23/5/2024 12:37:48","21.5","3568","7041","460",
"2007362","temp","23/5/2024 12:37:48","25.54","3568","16740","460",
"2007363","pressure","23/5/2024 12:37:48","22.44","3568","1376","460",
"2007364","co2","23/5/2024 12:37:48","0","3568","0","460",
"2007365","o","23/5/2024 12:37:49","21.5","3568","7041","461",
"2007366","temp","23/5/2024 12:37:49","25.53","3568","16732","461",
"2007367","pressure","23/5/2024 12:37:49","22.31","3568","1368","461",
"2007368","co2","23/5/2024 12:37:49","0","3568","0","461",
"2007369","o","23/5/2024 12:37:50","21.5","3568","7033","462",
"2007370","temp","23/5/2024 12:37:50","25.53","3568","16732","462",
"2007371","pressure","23/5/2024 12:37:50","22.44","3568","1376","462",
"2007372","co2","23/5/2024 12:37:50","0","3568","0","462",
"2007373","o","23/5/2024 12:37:51","21.5","3568","7033","463",
"2007374","temp","23/5/2024 12:37:51","25.54","3568","16740","463",
"2007375","pressure","23/5/2024 12:37:51","22.44","3568","1376","463",
"2007376","co2","23/5/2024 12:37:51","0","3568","0","463",
"2007377","o","23/5/2024 12:37:52","21.4","3568","7017","464",
"2007378","temp","23/5/2024 12:37:52","25.59","3568","16772","464",
"2007379","pressure","23/5/2024 12:37:52","22.57","3568","1384","464",
"2007380","co2","23/5/2024 12:37:52","0","3568","0","464",
"2007381","o","23/5/2024 12:37:53","21.4","3568","7009","465",
"2007382","temp","23/5/2024 12:37:53","25.56","3568","16748","465",
"2007383","pressure","23/5/2024 12:37:53","22.57","3568","1384","465",
"2007384","co2","23/5/2024 12:37:53","0","3568","0","465",
"2007385","o","23/5/2024 12:37:54","21.3","3568","6993","466",
"2007386","temp","23/5/2024 12:37:54","25.59","3568","16772","466",
"2007387","pressure","23/5/2024 12:37:54","22.44","3568","1376","466",
"2007388","co2","23/5/2024 12:37:54","0","3568","0","466",
"2007389","o","23/5/2024 12:37:55","21.3","3568","6993","467",
"2007390","temp","23/5/2024 12:37:55","25.58","3568","16764","467",
"2007391","pressure","23/5/2024 12:37:55","22.57","3568","1384","467",
"2007392","co2","23/5/2024 12:37:55","0","3568","0","467",
"2007393","o","23/5/2024 12:37:56","21.3","3568","6993","468",
"2007394","temp","23/5/2024 12:37:56","25.62","3568","16788","468",
"2007395","pressure","23/5/2024 12:37:56","22.83","3568","1400","468",
"2007396","co2","23/5/2024 12:37:56","0","3568","0","468",
"2007397","o","23/5/2024 12:37:57","21.3","3568","6993","469",
"2007398","temp","23/5/2024 12:37:57","25.56","3568","16748","469",
"2007399","pressure","23/5/2024 12:37:57","22.57","3568","1384","469",
"2007400","co2","23/5/2024 12:37:57","0","3568","0","469",
"2007401","o","23/5/2024 12:37:58","21.3","3568","6977","470",
"2007402","temp","23/5/2024 12:37:58","25.58","3568","16764","470",
"2007403","pressure","23/5/2024 12:37:58","22.83","3568","1400","470",
"2007404","co2","23/5/2024 12:37:58","0","3568","0","470",
"2007405","o","23/5/2024 12:37:59","21.3","3568","6977","471",
"2007406","temp","23/5/2024 12:37:59","25.59","3568","16772","471",
"2007407","pressure","23/5/2024 12:37:59","22.96","3568","1408","471",
"2007408","co2","23/5/2024 12:37:59","0","3568","0","471",
"2007409","o","23/5/2024 12:38:00","21.3","3568","6977","472",
"2007410","temp","23/5/2024 12:38:00","25.58","3568","16764","472",
"2007411","pressure","23/5/2024 12:38:00","22.96","3568","1408","472",
"2007412","co2","23/5/2024 12:38:00","0","3568","0","472",
"2007413","o","23/5/2024 12:38:01","21.2","3568","6961","473",
"2007414","temp","23/5/2024 12:38:01","25.56","3568","16748","473",
"2007415","pressure","23/5/2024 12:38:01","22.83","3568","1400","473",
"2007416","co2","23/5/2024 12:38:01","0","3568","0","473",
"2007417","o","23/5/2024 12:38:02","21.2","3568","6961","474",
"2007418","temp","23/5/2024 12:38:02","25.59","3568","16772","474",
"2007419","pressure","23/5/2024 12:38:02","22.96","3568","1408","474",
"2007420","co2","23/5/2024 12:38:02","0","3568","0","474",
"2007421","o","23/5/2024 12:38:03","21.2","3568","6961","475",
"2007422","temp","23/5/2024 12:38:03","25.59","3568","16772","475",
"2007423","pressure","23/5/2024 12:38:03","23.09","3568","1416","475",
"2007424","co2","23/5/2024 12:38:03","0","3568","0","475",
"2007425","o","23/5/2024 12:38:04","21.2","3568","6953","476",
"2007426","temp","23/5/2024 12:38:04","25.59","3568","16772","476",
"2007427","pressure","23/5/2024 12:38:04","22.96","3568","1408","476",
"2007428","co2","23/5/2024 12:38:04","0","3568","0","476",
"2007429","o","23/5/2024 12:38:05","21.2","3568","6937","477",
"2007430","temp","23/5/2024 12:38:05","25.56","3568","16748","477",
"2007431","pressure","23/5/2024 12:38:05","23.09","3568","1416","477",
"2007432","co2","23/5/2024 12:38:05","0","3568","0","477",
"2007433","o","23/5/2024 12:38:06","21.2","3568","6937","478",
"2007434","temp","23/5/2024 12:38:06","25.61","3568","16780","478",
"2007435","pressure","23/5/2024 12:38:06","23.49","3568","1440","478",
"2007436","co2","23/5/2024 12:38:06","0","3568","0","478",
"2007437","o","23/5/2024 12:38:07","21.1","3568","6921","479",
"2007438","temp","23/5/2024 12:38:07","25.65","3568","16812","479",
"2007439","pressure","23/5/2024 12:38:07","23.49","3568","1440","479",
"2007440","co2","23/5/2024 12:38:07","0","3568","0","479",
"2007441","o","23/5/2024 12:38:08","21.1","3568","6929","480",
"2007442","temp","23/5/2024 12:38:08","25.68","3568","16828","480",
"2007443","pressure","23/5/2024 12:38:08","23.49","3568","1440","480",
"2007444","co2","23/5/2024 12:38:08","0","3568","0","480",
"2007445","o","23/5/2024 12:38:09","21.1","3568","6929","481",
"2007446","temp","23/5/2024 12:38:09","25.62","3568","16788","481",
"2007447","pressure","23/5/2024 12:38:09","23.49","3568","1440","481",
"2007448","co2","23/5/2024 12:38:09","0","3568","0","481",
"2007449","o","23/5/2024 12:38:10","21.2","3568","6937","482",
"2007450","temp","23/5/2024 12:38:10","25.67","3568","16820","482",
"2007451","pressure","23/5/2024 12:38:10","23.49","3568","1440","482",
"2007452","co2","23/5/2024 12:38:10","0","3568","0","482",
"2007453","o","23/5/2024 12:38:11","21.2","3568","6937","483",
"2007454","temp","23/5/2024 12:38:11","25.61","3568","16780","483",
"2007455","pressure","23/5/2024 12:38:11","23.62","3568","1448","483",
"2007456","co2","23/5/2024 12:38:11","0","3568","0","483",
"2007457","o","23/5/2024 12:38:12","21.1","3568","6929","484",
"2007458","temp","23/5/2024 12:38:12","25.58","3568","16764","484",
"2007459","pressure","23/5/2024 12:38:12","23.49","3568","1440","484",
"2007460","co2","23/5/2024 12:38:12","0","3568","0","484",
"2007461","o","23/5/2024 12:38:13","21.1","3568","6929","485",
"2007462","temp","23/5/2024 12:38:13","25.67","3568","16820","485",
"2007463","pressure","23/5/2024 12:38:13","23.49","3568","1440","485",
"2007464","co2","23/5/2024 12:38:13","0","3568","0","485",
"2007465","o","23/5/2024 12:38:14","21.1","3568","6929","486",
"2007466","temp","23/5/2024 12:38:14","25.62","3568","16788","486",
"2007467","pressure","23/5/2024 12:38:14","23.75","3568","1456","486",
"2007468","co2","23/5/2024 12:38:14","0","3568","0","486",
"2007469","o","23/5/2024 12:38:15","21.1","3568","6929","487",
"2007470","temp","23/5/2024 12:38:15","25.67","3568","16820","487",
"2007471","pressure","23/5/2024 12:38:15","23.88","3568","1464","487",
"2007472","co2","23/5/2024 12:38:15","0","3568","0","487",
"2007473","o","23/5/2024 12:38:16","21.2","3568","6937","488",
"2007474","temp","23/5/2024 12:38:16","25.65","3568","16812","488",
"2007475","pressure","23/5/2024 12:38:16","23.75","3568","1456","488",
"2007476","co2","23/5/2024 12:38:16","0","3568","0","488",
"2007477","o","23/5/2024 12:38:17","21.1","3568","6929","489",
"2007478","temp","23/5/2024 12:38:17","25.67","3568","16820","489",
"2007479","pressure","23/5/2024 12:38:17","23.62","3568","1448","489",
"2007480","co2","23/5/2024 12:38:17","0","3568","0","489",
"2007481","o","23/5/2024 12:38:18","21.1","3568","6929","490",
"2007482","temp","23/5/2024 12:38:18","25.62","3568","16788","490",
"2007483","pressure","23/5/2024 12:38:18","23.88","3568","1464","490",
"2007484","co2","23/5/2024 12:38:18","0","3568","0","490",
"2007485","o","23/5/2024 12:38:19","21.1","3568","6929","491",
"2007486","temp","23/5/2024 12:38:19","25.67","3568","16820","491",
"2007487","pressure","23/5/2024 12:38:19","23.88","3568","1464","491",
"2007488","co2","23/5/2024 12:38:19","0","3568","0","491",
"2007489","o","23/5/2024 12:38:20","21.1","3568","6929","492",
"2007490","temp","23/5/2024 12:38:20","25.7","3568","16844","492",
"2007491","pressure","23/5/2024 12:38:20","23.88","3568","1464","492",
"2007492","co2","23/5/2024 12:38:20","0","3568","0","492",
"2007493","o","23/5/2024 12:38:21","21.1","3568","6929","493",
"2007494","temp","23/5/2024 12:38:21","25.68","3568","16828","493",
"2007495","pressure","23/5/2024 12:38:21","23.75","3568","1456","493",
"2007496","co2","23/5/2024 12:38:21","0","3568","0","493",
"2007497","o","23/5/2024 12:38:22","21.1","3568","6921","494",
"2007498","temp","23/5/2024 12:38:22","25.7","3568","16844","494",
"2007499","pressure","23/5/2024 12:38:22","24.14","3568","1480","494",
"2007500","co2","23/5/2024 12:38:22","0","3568","0","494",
"2007501","o","23/5/2024 12:38:23","21.1","3568","6929","495",
"2007502","temp","23/5/2024 12:38:23","25.65","3568","16812","495",
"2007503","pressure","23/5/2024 12:38:23","24.14","3568","1480","495",
"2007504","co2","23/5/2024 12:38:23","0","3568","0","495",
"2007505","o","23/5/2024 12:38:24","21.1","3568","6905","496",
"2007506","temp","23/5/2024 12:38:24","25.65","3568","16812","496",
"2007507","pressure","23/5/2024 12:38:24","24.27","3568","1488","496",
"2007508","co2","23/5/2024 12:38:24","0","3568","0","496",
"2007509","o","23/5/2024 12:38:25","21.1","3568","6905","497",
"2007510","temp","23/5/2024 12:38:25","25.67","3568","16820","497",
"2007511","pressure","23/5/2024 12:38:25","24.14","3568","1480","497",
"2007512","co2","23/5/2024 12:38:25","0","3568","0","497",
"2007513","o","23/5/2024 12:38:26","21","3568","6881","498",
"2007514","temp","23/5/2024 12:38:26","25.71","3568","16852","498",
"2007515","pressure","23/5/2024 12:38:26","24.14","3568","1480","498",
"2007516","co2","23/5/2024 12:38:26","0","3568","0","498",
"2007517","o","23/5/2024 12:38:27","21","3568","6881","499",
"2007518","temp","23/5/2024 12:38:27","25.7","3568","16844","499",
"2007519","pressure","23/5/2024 12:38:27","24.27","3568","1488","499",
"2007520","co2","23/5/2024 12:38:27","0","3568","0","499",
"2007521","o","23/5/2024 12:38:28","21","3568","6881","500",
"2007522","temp","23/5/2024 12:38:28","25.68","3568","16828","500",
"2007523","pressure","23/5/2024 12:38:28","24.27","3568","1488","500",
"2007524","co2","23/5/2024 12:38:28","0","3568","0","500",
"2007525","o","23/5/2024 12:38:29","21.1","3568","6905","501",
"2007526","temp","23/5/2024 12:38:29","25.65","3568","16812","501",
"2007527","pressure","23/5/2024 12:38:29","24.27","3568","1488","501",
"2007528","co2","23/5/2024 12:38:29","0","3568","0","501",
"2007529","o","23/5/2024 12:38:30","21","3568","6873","502",
"2007530","temp","23/5/2024 12:38:30","25.71","3568","16852","502",
"2007531","pressure","23/5/2024 12:38:30","24.4","3568","1496","502",
"2007532","co2","23/5/2024 12:38:30","0","3568","0","502",
"2007533","o","23/5/2024 12:38:31","21","3568","6873","503",
"2007534","temp","23/5/2024 12:38:31","25.7","3568","16844","503",
"2007535","pressure","23/5/2024 12:38:31","24.4","3568","1496","503",
"2007536","co2","23/5/2024 12:38:31","0","3568","0","503",
"2007537","o","23/5/2024 12:38:32","21","3568","6873","504",
"2007538","temp","23/5/2024 12:38:32","25.7","3568","16844","504",
"2007539","pressure","23/5/2024 12:38:32","24.4","3568","1496","504",
"2007540","co2","23/5/2024 12:38:32","0","3568","0","504",
"2007541","o","23/5/2024 12:38:33","21","3568","6873","505",
"2007542","temp","23/5/2024 12:38:33","25.71","3568","16852","505",
"2007543","pressure","23/5/2024 12:38:33","24.4","3568","1496","505",
"2007544","co2","23/5/2024 12:38:33","0","3568","0","505",
"2007545","o","23/5/2024 12:38:34","21","3568","6873","506",
"2007546","temp","23/5/2024 12:38:34","25.71","3568","16852","506",
"2007547","pressure","23/5/2024 12:38:34","24.4","3568","1496","506",
"2007548","co2","23/5/2024 12:38:34","0","3568","0","506",
"2007549","o","23/5/2024 12:38:35","21","3568","6873","507",
"2007550","temp","23/5/2024 12:38:35","25.78","3568","16892","507",
"2007551","pressure","23/5/2024 12:38:35","24.4","3568","1496","507",
"2007552","co2","23/5/2024 12:38:35","0","3568","0","507",
"2007553","o","23/5/2024 12:38:36","21","3568","6873","508",
"2007554","temp","23/5/2024 12:38:36","25.73","3568","16860","508",
"2007555","pressure","23/5/2024 12:38:36","24.4","3568","1496","508",
"2007556","co2","23/5/2024 12:38:36","0","3568","0","508",
"2007557","o","23/5/2024 12:38:37","21","3568","6873","509",
"2007558","temp","23/5/2024 12:38:37","25.74","3568","16868","509",
"2007559","pressure","23/5/2024 12:38:37","24.53","3568","1504","509",
"2007560","co2","23/5/2024 12:38:37","0","3568","0","509",
"2007561","o","23/5/2024 12:38:38","20.9","3568","6849","510",
"2007562","temp","23/5/2024 12:38:38","25.71","3568","16852","510",
"2007563","pressure","23/5/2024 12:38:38","24.4","3568","1496","510",
"2007564","co2","23/5/2024 12:38:38","0","3568","0","510",
"2007565","o","23/5/2024 12:38:39","20.9","3568","6849","511",
"2007566","temp","23/5/2024 12:38:39","25.73","3568","16860","511",
"2007567","pressure","23/5/2024 12:38:39","24.53","3568","1504","511",
"2007568","co2","23/5/2024 12:38:39","0","3568","0","511",
"2007569","o","23/5/2024 12:38:40","20.9","3568","6849","512",
"2007570","temp","23/5/2024 12:38:40","25.71","3568","16852","512",
"2007571","pressure","23/5/2024 12:38:40","25.05","3568","1536","512",
"2007572","co2","23/5/2024 12:38:40","0","3568","0","512",
"2007573","o","23/5/2024 12:38:41","21","3568","6865","513",
"2007574","temp","23/5/2024 12:38:41","25.74","3568","16868","513",
"2007575","pressure","23/5/2024 12:38:41","25.05","3568","1536","513",
"2007576","co2","23/5/2024 12:38:41","0","3568","0","513",
"2007577","o","23/5/2024 12:38:42","21","3568","6865","514",
"2007578","temp","23/5/2024 12:38:42","25.7","3568","16844","514",
"2007579","pressure","23/5/2024 12:38:42","25.05","3568","1536","514",
"2007580","co2","23/5/2024 12:38:42","0","3568","0","514",
"2007581","o","23/5/2024 12:38:43","21","3568","6865","515",
"2007582","temp","23/5/2024 12:38:43","25.71","3568","16852","515",
"2007583","pressure","23/5/2024 12:38:43","25.05","3568","1536","515",
"2007584","co2","23/5/2024 12:38:43","0","3568","0","515",
"2007585","o","23/5/2024 12:38:44","21","3568","6873","516",
"2007586","temp","23/5/2024 12:38:44","25.71","3568","16852","516",
"2007587","pressure","23/5/2024 12:38:44","25.18","3568","1544","516",
"2007588","co2","23/5/2024 12:38:44","0","3568","0","516",
"2007589","o","23/5/2024 12:38:45","21","3568","6881","517",
"2007590","temp","23/5/2024 12:38:45","25.74","3568","16868","517",
"2007591","pressure","23/5/2024 12:38:45","25.05","3568","1536","517",
"2007592","co2","23/5/2024 12:38:45","0","3568","0","517",
"2007593","o","23/5/2024 12:38:46","21","3568","6881","518",
"2007594","temp","23/5/2024 12:38:46","25.68","3568","16828","518",
"2007595","pressure","23/5/2024 12:38:46","25.44","3568","1560","518",
"2007596","co2","23/5/2024 12:38:46","0","3568","0","518",
"2007597","o","23/5/2024 12:38:47","21.1","3568","6905","519",
"2007598","temp","23/5/2024 12:38:47","25.71","3568","16852","519",
"2007599","pressure","23/5/2024 12:38:47","25.44","3568","1560","519",
"2007600","co2","23/5/2024 12:38:47","0","3568","0","519",
"2007601","o","23/5/2024 12:38:48","21","3568","6873","520",
"2007602","temp","23/5/2024 12:38:48","25.71","3568","16852","520",
"2007603","pressure","23/5/2024 12:38:48","25.44","3568","1560","520",
"2007604","co2","23/5/2024 12:38:48","0","3568","0","520",
"2007605","o","23/5/2024 12:38:49","21","3568","6873","521",
"2007606","temp","23/5/2024 12:38:49","25.62","3568","16788","521",
"2007607","pressure","23/5/2024 12:38:49","25.44","3568","1560","521",
"2007608","co2","23/5/2024 12:38:49","0","3568","0","521",
"2007609","o","23/5/2024 12:38:50","21","3568","6873","522",
"2007610","temp","23/5/2024 12:38:50","25.68","3568","16828","522",
"2007611","pressure","23/5/2024 12:38:50","25.18","3568","1544","522",
"2007612","co2","23/5/2024 12:38:50","0","3568","0","522",
"2007613","o","23/5/2024 12:38:51","21","3568","6865","523",
"2007614","temp","23/5/2024 12:38:51","25.71","3568","16852","523",
"2007615","pressure","23/5/2024 12:38:51","25.57","3568","1568","523",
